idade,renda_anual,tipo_moradia,tempo_emprego,finalidade_emprestimo,classe_emprestimo,valor_emprestimo,taxa_juros,inadimplente,percentual_renda,historico_inadimplencia,tempo_historico_credito
25,53000,Própria,4.0,Reforma residencial,B,7200,9.91,0,0.14,Não,3
22,39000,Alugada,3.0,Saúde,B,6600,,0,0.17,Não,2
25,53000,Financiada,4.0,Reforma residencial,A,6000,6.62,0,0.11,Não,3
26,41000,Alugada,3.0,Consolidação de dívidas,C,6600,13.85,0,0.16,Sim,4
26,41000,Alugada,1.0,Consolidação de dívidas,A,6600,8.0,0,0.16,Não,2
25,42000,Alugada,2.0,Saúde,B,6600,10.65,0,0.16,Não,4
22,41838,Alugada,0.0,Saúde,D,6600,16.89,1,0.16,Não,3
23,48000,Alugada,3.0,Educação,B,6600,11.11,0,0.14,Não,2
26,53000,Própria,2.0,Reforma residencial,B,2500,9.91,0,0.05,Não,2
23,52000,Alugada,8.0,Consolidação de dívidas,A,6600,7.49,0,0.13,Não,3
24,53000,Financiada,8.0,Reforma residencial,A,8000,6.03,0,0.15,Não,2
25,47000,Financiada,9.0,Educação,A,12000,6.62,1,0.26,Não,2
22,53000,Financiada,6.0,Consolidação de dívidas,C,1000,15.27,0,0.02,Sim,4
24,52000,Alugada,3.0,Reforma residencial,A,6600,,0,0.13,Não,3
21,53000,Própria,5.0,Saúde,A,3000,7.51,0,0.06,Não,4
26,53000,Financiada,10.0,Saúde,C,11500,14.65,0,0.22,Não,4
26,54000,Alugada,2.0,Pessoal,C,6600,11.97,0,0.12,Sim,4
22,60000,Alugada,0.0,Consolidação de dívidas,B,6600,10.59,0,0.11,Não,2
25,53000,Financiada,9.0,Empreendedorismo,A,10800,7.51,0,0.2,Não,2
22,60000,Alugada,4.0,Pessoal,B,6600,10.99,0,0.11,Não,2
26,53000,Financiada,3.0,Reforma residencial,A,2800,6.03,0,0.05,Não,4
22,64000,Alugada,5.0,Saúde,A,6600,8.9,0,0.1,Não,3
26,53000,Financiada,10.0,Empreendedorismo,A,12000,5.99,0,0.23,Não,4
22,53000,Financiada,0.0,Consolidação de dívidas,A,5025,7.49,0,0.09,Não,3
23,70000,Alugada,3.0,Empreendedorismo,C,6600,12.84,0,0.09,Sim,3
26,53000,Própria,3.0,Empreendedorismo,B,6000,9.99,0,0.11,Não,2
25,97000,Alugada,0.0,Empreendedorismo,A,6600,,0,0.07,Não,2
25,101877,Alugada,9.0,Empreendedorismo,B,6600,10.99,0,0.06,Não,2
25,53000,Financiada,9.0,Empreendedorismo,C,12375,13.49,0,0.23,Sim,3
24,53000,Financiada,4.0,Empreendedorismo,A,15000,,0,0.28,Não,2
22,53000,Financiada,6.0,Empreendedorismo,C,7350,14.79,0,0.14,Sim,4
25,13200,Alugada,0.0,Consolidação de dívidas,A,6625,8.63,1,0.5,Não,3
23,16800,Alugada,7.0,Educação,A,6625,6.03,1,0.39,Não,3
21,28000,Alugada,2.0,Consolidação de dívidas,C,6625,13.06,1,0.24,Não,2
22,47000,Financiada,6.0,Saúde,B,24000,10.37,1,0.51,Não,4
26,28000,Alugada,8.0,Educação,D,6625,12.92,0,0.24,Não,2
24,53000,Financiada,8.0,Empreendedorismo,A,6850,6.92,0,0.13,Não,2
22,53000,Financiada,6.0,Pessoal,A,5000,5.42,0,0.09,Não,3
24,50000,Alugada,3.0,Saúde,C,6625,11.22,0,0.13,Não,2
24,53000,Financiada,8.0,Reforma residencial,D,10000,14.91,0,0.19,Não,4
24,57100,Alugada,3.0,Empreendedorismo,C,6625,11.22,0,0.12,Sim,4
25,34000,Alugada,0.0,Empreendedorismo,A,6650,8.9,0,0.2,Não,3
24,56000,Alugada,2.0,Empreendedorismo,B,6650,12.69,0,0.12,Não,2
21,53000,Financiada,5.0,Empreendedorismo,C,18000,13.8,0,0.34,Sim,3
22,72321,Alugada,6.0,Pessoal,B,6650,,0,0.09,Não,4
22,12000,Alugada,0.0,Educação,A,6700,7.66,1,0.56,Não,4
21,21600,Alugada,,Consolidação de dívidas,A,6700,6.92,1,0.31,Não,4
23,24996,Alugada,0.0,Educação,C,6700,13.8,0,0.27,Sim,3
22,53000,Financiada,4.0,Empreendedorismo,D,6600,14.46,0,0.12,Sim,4
26,53000,Financiada,1.0,Consolidação de dívidas,A,8000,,0,0.15,Não,2
22,27600,Alugada,0.0,Empreendedorismo,D,6700,15.31,1,0.24,Não,3
22,36050,Alugada,2.0,Pessoal,D,6700,14.11,1,0.19,Sim,4
22,53000,Financiada,6.0,Empreendedorismo,E,8000,16.82,0,0.15,Não,4
22,48000,Alugada,3.0,Consolidação de dívidas,B,6700,11.99,0,0.14,Não,3
22,72204,Alugada,2.0,Pessoal,C,6700,13.47,0,0.09,Não,3
26,53000,Financiada,9.0,Consolidação de dívidas,A,8000,7.88,0,0.15,Não,2
23,85000,Alugada,5.0,Saúde,C,6700,15.23,0,0.08,Sim,2
23,47000,Financiada,7.0,Saúde,C,16000,14.35,1,0.34,Sim,3
22,53000,Financiada,6.0,Consolidação de dívidas,A,7750,7.14,0,0.15,Não,4
21,53000,Própria,5.0,Pessoal,B,14400,11.36,0,0.27,Não,3
22,53000,Financiada,4.0,Pessoal,D,8000,16.07,0,0.15,Sim,4
23,70000,Alugada,8.0,Consolidação de dívidas,A,6725,6.62,0,0.1,Não,2
26,41000,Alugada,4.0,Educação,A,6750,5.99,0,0.16,Não,3
25,42000,Alugada,2.0,Saúde,D,6750,17.27,1,0.16,Não,2
25,75000,Alugada,9.0,Empreendedorismo,A,6775,7.9,0,0.09,Não,4
26,53000,Própria,8.0,Pessoal,B,16000,10.25,0,0.3,Não,2
24,53000,Própria,3.0,Reforma residencial,A,9800,7.51,0,0.18,Não,4
23,27600,Alugada,6.0,Educação,A,6800,8.9,0,0.25,Não,3
22,53000,Própria,7.0,Empreendedorismo,B,2250,10.62,0,0.04,Não,3
22,27800,Alugada,3.0,Saúde,A,6800,8.49,0,0.24,Não,3
24,53000,Própria,8.0,Saúde,A,3350,6.76,0,0.06,Não,2
25,28800,Alugada,8.0,Educação,B,6800,9.63,0,0.24,Não,3
22,29120,Alugada,1.0,Empreendedorismo,B,6800,10.59,0,0.23,Não,2
22,53000,Financiada,6.0,Educação,E,10000,17.39,0,0.19,Não,3
24,30500,Alugada,2.0,Educação,F,6800,21.74,1,0.22,Sim,3
22,37000,Alugada,6.0,Pessoal,A,6800,7.14,0,0.18,Não,2
22,53000,Financiada,7.0,Educação,A,2500,7.4,0,0.05,Não,3
25,53000,Financiada,2.0,Empreendedorismo,B,10750,11.14,0,0.2,Não,2
25,53000,Financiada,10.0,Saúde,B,16000,12.53,0,0.3,Não,2
22,31500,Alugada,1.0,Empreendedorismo,D,6800,14.11,1,0.22,Não,2
24,38112,Alugada,2.0,Pessoal,A,6800,7.68,0,0.18,Não,3
24,53000,Financiada,0.0,Reforma residencial,D,7200,14.42,0,0.14,Não,3
22,41196,Alugada,6.0,Pessoal,C,6800,11.59,0,0.17,Sim,2
21,45000,Alugada,1.0,Pessoal,A,6800,5.79,0,0.15,Não,3
24,53000,Financiada,1.0,Educação,D,6400,13.67,0,0.12,Não,2
23,46000,Alugada,2.0,Empreendedorismo,D,6800,15.65,1,0.15,Sim,4
23,46852,Alugada,3.0,Reforma residencial,B,6800,10.65,1,0.15,Não,2
22,53000,Financiada,0.0,Consolidação de dívidas,B,4000,10.39,0,0.08,Não,2
26,53000,Alugada,4.0,Educação,B,6800,9.91,0,0.13,Não,4
21,53000,Financiada,0.0,Pessoal,D,12000,13.24,0,0.23,Não,2
24,53004,Financiada,6.0,Empreendedorismo,B,21000,10.65,0,0.4,Não,4
25,53004,Financiada,3.0,Empreendedorismo,A,4800,5.42,0,0.09,Não,2
26,53004,Financiada,3.0,Consolidação de dívidas,B,5000,10.0,0,0.09,Não,4
24,54000,Alugada,8.0,Reforma residencial,B,6800,10.59,0,0.13,Não,3
23,53004,Financiada,7.0,Pessoal,A,10000,5.79,0,0.19,Não,3
24,53004,Financiada,1.0,Consolidação de dívidas,B,2400,10.36,0,0.05,Não,2
25,53004,Própria,9.0,Educação,B,2000,10.75,0,0.04,Não,4
23,48000,Alugada,0.0,Pessoal,A,6800,6.54,1,0.14,Não,4
22,53004,Financiada,6.0,Educação,C,1500,13.79,0,0.03,Não,2
23,55000,Alugada,1.0,Empreendedorismo,B,6800,11.49,0,0.12,Não,2
22,55000,Alugada,2.0,Educação,B,6800,11.99,0,0.12,Não,2
24,60000,Alugada,0.0,Empreendedorismo,A,6800,7.51,0,0.11,Não,2
22,65700,Alugada,7.0,Pessoal,B,6800,10.37,0,0.1,Não,3
26,53100,Própria,10.0,Empreendedorismo,A,13000,7.9,0,0.24,Não,3
25,68004,Alugada,8.0,Consolidação de dívidas,A,6800,8.49,0,0.1,Não,4
22,53124,Financiada,4.0,Educação,C,6500,13.61,0,0.12,Não,3
23,47148,Financiada,3.0,Saúde,A,25000,7.49,1,0.53,Não,3
26,53155,Financiada,10.0,Saúde,A,4000,6.76,0,0.08,Não,3
23,53160,Financiada,,Consolidação de dívidas,A,7000,7.49,0,0.13,Não,3
24,53184,Financiada,8.0,Pessoal,B,13500,10.99,0,0.25,Não,4
25,70000,Alugada,5.0,Reforma residencial,A,6800,5.42,0,0.1,Não,2
22,77182,Alugada,6.0,Educação,C,6800,13.22,0,0.09,Não,3
25,96050,Alugada,9.0,Saúde,D,6500,14.61,1,0.06,Não,2
23,25000,Alugada,4.0,Consolidação de dívidas,B,6475,9.91,0,0.26,Não,3
25,53000,Alugada,1.0,Pessoal,B,6475,10.59,0,0.12,Não,4
23,80000,Alugada,4.0,Pessoal,A,6475,6.99,1,0.08,Não,3
26,47360,Financiada,10.0,Reforma residencial,D,6000,14.61,1,0.13,Sim,3
22,29361,Alugada,4.0,Reforma residencial,B,6450,,1,0.22,Não,3
26,53400,Própria,3.0,Educação,B,13600,10.99,0,0.25,Não,4
25,31000,Alugada,1.0,Reforma residencial,D,6450,14.42,1,0.21,Sim,3
25,53481,Própria,4.0,Educação,A,15000,6.03,0,0.28,Não,3
24,70000,Alugada,0.0,Saúde,C,6425,13.72,0,0.09,Não,2
23,53500,Financiada,,Consolidação de dívidas,B,2000,9.62,0,0.04,Não,4
21,20000,Alugada,4.0,Pessoal,B,6400,10.99,1,0.32,Não,3
22,24000,Alugada,3.0,Educação,C,6400,,0,0.27,Sim,3
21,24000,Alugada,0.0,Educação,B,6400,10.95,0,0.27,Não,3
23,25000,Alugada,0.0,Educação,C,6400,12.84,0,0.26,Não,3
24,26400,Alugada,2.0,Saúde,B,6400,10.37,0,0.24,Não,3
24,28000,Alugada,3.0,Empreendedorismo,E,6400,14.75,0,0.23,Não,2
22,29000,Alugada,0.0,Educação,C,6400,,0,0.22,Sim,4
25,29120,Alugada,0.0,Reforma residencial,D,6400,16.29,1,0.22,Não,2
23,30000,Alugada,2.0,Educação,A,6400,6.99,0,0.21,Não,4
26,53595,Financiada,3.0,Pessoal,A,6000,7.88,0,0.11,Não,2
22,30000,Alugada,,Reforma residencial,D,6400,15.99,1,0.21,Não,2
23,30000,Alugada,3.0,Empreendedorismo,C,6400,,0,0.21,Sim,3
23,30000,Alugada,2.0,Saúde,A,6400,,0,0.21,Não,3
23,53664,Financiada,7.0,Educação,B,15000,10.75,0,0.28,Não,4
21,53684,Financiada,5.0,Educação,D,16000,15.65,0,0.3,Sim,4
22,30000,Alugada,1.0,Consolidação de dívidas,E,6400,16.0,1,0.21,Não,3
23,53724,Financiada,7.0,Educação,A,8600,6.03,0,0.16,Não,3
25,53742,Financiada,9.0,Reforma residencial,A,10750,5.79,0,0.2,Não,2
25,30500,Alugada,5.0,Saúde,B,6400,11.49,0,0.21,Não,4
26,31200,Alugada,1.0,Empreendedorismo,A,6400,7.51,0,0.21,Não,3
24,53800,Financiada,4.0,Consolidação de dívidas,B,6000,10.99,0,0.11,Não,2
23,47800,Financiada,4.0,Saúde,B,18000,10.95,1,0.38,Não,3
22,53808,Financiada,5.0,Pessoal,A,6000,8.9,0,0.11,Não,2
22,31224,Alugada,0.0,Saúde,A,6400,9.32,0,0.2,Não,4
22,53832,Financiada,2.0,Saúde,C,11700,12.87,0,0.22,Não,2
21,53851,Financiada,2.0,Consolidação de dívidas,B,12000,10.0,0,0.22,Não,2
21,53876,Financiada,,Pessoal,C,2700,14.72,0,0.05,Não,4
22,53913,Financiada,6.0,Empreendedorismo,A,11500,5.99,0,0.21,Não,4
22,53947,Própria,0.0,Pessoal,B,6400,9.62,0,0.12,Não,4
23,53976,Financiada,7.0,Educação,B,2000,10.74,0,0.04,Não,3
26,31836,Alugada,1.0,Empreendedorismo,C,6400,14.35,0,0.2,Não,4
22,54000,Financiada,6.0,Saúde,A,5000,6.03,0,0.09,Não,2
23,32000,Alugada,4.0,Educação,A,6400,8.9,0,0.2,Não,4
24,33000,Alugada,8.0,Saúde,B,6400,9.99,0,0.19,Não,2
26,34200,Alugada,2.0,Reforma residencial,D,6400,17.49,1,0.19,Sim,3
26,54000,Financiada,10.0,Educação,A,5000,6.62,0,0.09,Não,2
21,35000,Alugada,3.0,Saúde,B,6400,12.69,0,0.18,Não,4
22,29000,Alugada,4.0,Consolidação de dívidas,E,6400,15.95,1,0.22,Sim,4
22,54000,Financiada,3.0,Pessoal,A,15750,6.62,0,0.29,Não,4
23,35000,Alugada,2.0,Educação,C,6400,,0,0.18,Não,4
26,54000,Financiada,4.0,Pessoal,A,9600,6.62,0,0.18,Não,3
23,54000,Financiada,7.0,Educação,B,4800,12.42,0,0.09,Não,2
26,36000,Alugada,10.0,Saúde,A,6400,5.99,0,0.18,Não,3
23,37000,Alugada,4.0,Consolidação de dívidas,A,6400,,0,0.17,Não,4
23,54000,Financiada,7.0,Saúde,A,6000,6.03,0,0.11,Não,4
26,37850,Alugada,1.0,Pessoal,B,6400,9.88,0,0.17,Não,2
23,54000,Financiada,2.0,Empreendedorismo,A,7000,6.62,0,0.13,Não,3
25,54000,Própria,9.0,Educação,C,15000,,0,0.28,Sim,4
22,54000,Financiada,5.0,Saúde,B,7000,10.65,0,0.13,Não,4
23,54000,Financiada,5.0,Empreendedorismo,B,8500,12.42,0,0.16,Não,2
25,38000,Alugada,3.0,Empreendedorismo,A,6400,7.88,0,0.17,Não,3
24,39500,Alugada,0.0,Pessoal,B,6400,10.36,0,0.16,Não,2
25,41508,Alugada,,Saúde,C,6400,14.79,0,0.15,Não,3
22,54000,Própria,,Pessoal,B,25000,,0,0.46,Não,3
22,38000,Alugada,2.0,Consolidação de dívidas,F,6400,20.62,1,0.17,Não,3
25,54000,Financiada,6.0,Empreendedorismo,E,7000,18.64,0,0.13,Não,3
26,46000,Alugada,2.0,Saúde,B,6400,9.67,0,0.14,Não,4
22,46300,Alugada,1.0,Educação,A,6400,,0,0.14,Não,4
22,54000,Financiada,4.0,Saúde,B,15000,11.99,0,0.28,Não,2
23,54000,Financiada,,Consolidação de dívidas,B,5000,9.99,0,0.09,Não,3
26,48000,Financiada,0.0,Educação,A,15000,5.99,1,0.31,Não,2
24,54000,Financiada,7.0,Pessoal,A,5000,5.42,0,0.09,Não,4
22,48000,Financiada,3.0,Empreendedorismo,D,6500,15.99,1,0.14,Sim,2
25,54000,Financiada,7.0,Educação,B,5500,10.59,0,0.1,Não,4
26,48000,Alugada,2.0,Consolidação de dívidas,C,6400,13.47,0,0.13,Sim,3
23,54000,Financiada,7.0,Consolidação de dívidas,A,1400,5.42,0,0.03,Não,4
25,50000,Alugada,0.0,Reforma residencial,B,6400,9.91,0,0.13,Não,4
25,48000,Financiada,8.0,Pessoal,A,2250,8.49,1,0.05,Não,3
23,50000,Alugada,6.0,Educação,E,6400,20.2,0,0.13,Não,2
24,54000,Financiada,8.0,Pessoal,A,13000,7.49,0,0.24,Não,2
21,48000,Financiada,5.0,Consolidação de dívidas,D,18000,15.62,1,0.38,Sim,3
23,50000,Alugada,3.0,Empreendedorismo,A,6400,6.91,0,0.13,Não,2
24,54000,Financiada,8.0,Reforma residencial,B,8500,10.99,0,0.16,Não,3
25,55000,Alugada,0.0,Educação,B,6400,10.71,0,0.12,Não,3
22,54000,Financiada,4.0,Educação,D,5000,15.62,0,0.09,Não,2
24,49200,Alugada,2.0,Saúde,D,6400,,1,0.13,Não,3
22,54000,Própria,2.0,Empreendedorismo,B,2000,10.99,0,0.04,Não,3
25,54000,Financiada,7.0,Pessoal,D,12000,16.49,0,0.22,Sim,3
24,54000,Financiada,5.0,Pessoal,A,8000,7.49,0,0.15,Não,4
24,54000,Financiada,3.0,Pessoal,B,8000,10.99,0,0.15,Não,3
24,60000,Alugada,2.0,Consolidação de dívidas,A,6400,,0,0.11,Não,4
23,54000,Financiada,7.0,Saúde,B,8800,10.99,0,0.16,Não,4
22,62502,Alugada,3.0,Pessoal,B,6400,11.71,0,0.1,Não,3
22,62758,Alugada,2.0,Educação,A,6400,8.49,0,0.1,Não,3
24,54000,Financiada,5.0,Empreendedorismo,A,4000,5.42,0,0.07,Não,2
23,54000,Financiada,7.0,Pessoal,A,2000,5.42,0,0.04,Não,2
24,54000,Financiada,5.0,Empreendedorismo,A,11000,5.42,0,0.2,Não,2
24,65000,Alugada,2.0,Consolidação de dívidas,B,6400,10.65,0,0.1,Não,2
24,65000,Alugada,1.0,Empreendedorismo,B,6400,9.99,0,0.1,Não,4
23,54000,Financiada,8.0,Empreendedorismo,A,3000,5.42,0,0.06,Não,2
21,70000,Alugada,4.0,Pessoal,D,6400,17.49,0,0.09,Não,4
22,54000,Financiada,6.0,Consolidação de dívidas,B,3000,10.0,0,0.06,Não,3
25,54000,Financiada,2.0,Reforma residencial,A,13000,6.92,0,0.24,Não,4
22,71500,Alugada,2.0,Educação,C,6400,13.11,0,0.09,Sim,2
22,72000,Alugada,5.0,Educação,A,6400,6.91,0,0.09,Não,2
26,54000,Financiada,3.0,Saúde,A,5000,5.79,0,0.09,Não,3
25,75000,Alugada,5.0,Pessoal,D,6400,15.99,0,0.09,Sim,2
26,69000,Alugada,6.0,Educação,E,6400,16.4,1,0.09,Sim,4
26,54000,Financiada,10.0,Reforma residencial,A,7200,5.42,0,0.13,Não,2
25,54000,Financiada,2.0,Pessoal,B,4000,11.11,0,0.07,Não,3
24,75000,Alugada,4.0,Empreendedorismo,B,6400,10.36,0,0.09,Não,4
24,76800,Alugada,0.0,Educação,A,6400,7.51,0,0.08,Não,3
25,54000,Financiada,9.0,Empreendedorismo,A,8000,6.92,0,0.15,Não,4
25,54000,Financiada,4.0,Saúde,B,8400,11.11,0,0.16,Não,4
24,80000,Alugada,6.0,Saúde,A,6400,7.49,0,0.08,Não,4
21,54000,Própria,5.0,Empreendedorismo,B,20000,10.74,0,0.37,Não,2
25,54000,Financiada,5.0,Consolidação de dívidas,B,5100,9.62,0,0.09,Não,4
24,93500,Alugada,2.0,Empreendedorismo,C,6400,13.23,0,0.07,Sim,3
22,110000,Alugada,6.0,Saúde,A,6400,9.32,0,0.06,Não,4
25,54000,Financiada,1.0,Educação,A,6000,6.17,0,0.11,Não,4
25,110500,Alugada,9.0,Empreendedorismo,D,6400,13.67,0,0.06,Não,3
24,112000,Alugada,8.0,Reforma residencial,A,6400,6.62,0,0.06,Não,2
22,54000,Financiada,6.0,Consolidação de dívidas,B,13200,9.99,0,0.24,Não,4
22,54000,Financiada,5.0,Educação,C,12000,12.23,0,0.22,Sim,3
23,48000,Financiada,8.0,Saúde,D,1400,14.83,1,0.03,Sim,2
24,77500,Alugada,0.0,Consolidação de dívidas,B,6800,10.99,0,0.09,Não,3
24,54000,Financiada,8.0,Reforma residencial,B,4000,9.99,0,0.07,Não,4
26,54000,Financiada,5.0,Educação,B,10000,8.88,0,0.19,Não,4
24,74000,Alugada,7.0,Consolidação de dívidas,E,6800,20.3,1,0.09,Sim,2
26,48000,Financiada,11.0,Saúde,A,5000,7.14,1,0.1,Não,2
26,87360,Alugada,1.0,Educação,C,6800,12.99,0,0.08,Não,3
23,54000,Financiada,4.0,Saúde,B,2700,11.86,0,0.05,Não,3
22,54000,Financiada,1.0,Saúde,C,4000,13.98,0,0.07,Não,4
23,124000,Alugada,3.0,Consolidação de dívidas,A,6800,6.03,0,0.05,Não,2
24,24000,Alugada,0.0,Saúde,A,6825,5.42,0,0.28,Não,4
26,37000,Alugada,0.0,Empreendedorismo,A,6825,7.49,0,0.18,Não,2
23,73000,Alugada,0.0,Consolidação de dívidas,B,6825,10.99,0,0.09,Não,3
25,42000,Alugada,6.0,Empreendedorismo,B,6850,,0,0.16,Não,4
22,47000,Alugada,3.0,Consolidação de dívidas,B,6850,10.65,1,0.15,Não,4
25,57000,Alugada,3.0,Saúde,A,6850,,0,0.12,Não,4
23,54000,Financiada,0.0,Educação,B,10000,11.49,0,0.19,Não,4
22,60000,Alugada,1.0,Educação,A,6850,7.14,0,0.11,Não,2
25,80266,Alugada,5.0,Saúde,B,6875,11.86,0,0.09,Não,2
24,54000,Financiada,9.0,Saúde,C,15600,13.61,0,0.29,Sim,4
22,28000,Alugada,5.0,Consolidação de dívidas,B,6900,9.99,0,0.25,Não,3
24,33000,Alugada,2.0,Reforma residencial,E,6900,17.56,1,0.21,Sim,3
24,47480,Alugada,8.0,Saúde,B,6900,9.88,0,0.15,Não,2
25,58000,Alugada,5.0,Empreendedorismo,A,6900,7.66,0,0.12,Não,4
23,54000,Própria,7.0,Empreendedorismo,A,6000,7.51,0,0.11,Não,3
23,48000,Financiada,7.0,Consolidação de dívidas,D,16800,14.59,1,0.35,Não,2
26,54000,Financiada,6.0,Reforma residencial,A,10000,7.51,0,0.19,Não,3
25,54000,Financiada,9.0,Pessoal,C,16000,,0,0.3,Não,4
23,54000,Financiada,3.0,Empreendedorismo,B,10000,9.88,0,0.19,Não,2
21,25000,Alugada,6.0,Educação,B,6925,11.71,0,0.28,Não,3
26,54000,Financiada,5.0,Pessoal,A,14000,7.88,0,0.26,Não,3
26,34000,Alugada,10.0,Consolidação de dívidas,D,6925,15.99,1,0.2,Não,3
22,78000,Alugada,0.0,Empreendedorismo,B,6925,9.62,0,0.09,Não,4
21,48000,Financiada,1.0,Educação,B,3500,10.25,1,0.07,Não,3
21,54000,Financiada,4.0,Pessoal,B,10000,,0,0.19,Não,4
26,54000,Financiada,9.0,Pessoal,A,10800,7.88,0,0.2,Não,3
22,25000,Alugada,2.0,Pessoal,C,7000,13.85,0,0.28,Sim,3
24,54000,Própria,8.0,Educação,C,1200,13.11,0,0.02,Sim,3
21,54000,Financiada,5.0,Empreendedorismo,A,13000,7.51,0,0.24,Não,4
22,25000,Alugada,0.0,Saúde,C,7000,12.87,0,0.28,Sim,2
25,26004,Alugada,8.0,Consolidação de dívidas,A,7000,6.92,0,0.27,Não,3
24,54000,Própria,8.0,Pessoal,B,10000,10.99,0,0.19,Não,3
22,54000,Financiada,3.0,Pessoal,A,9000,7.51,0,0.17,Não,3
25,54000,Própria,5.0,Reforma residencial,B,8000,11.83,0,0.15,Não,3
24,54000,Financiada,9.0,Saúde,A,8525,8.59,0,0.16,Não,4
21,26400,Alugada,,Pessoal,D,7000,14.84,1,0.27,Sim,3
24,54000,Financiada,2.0,Empreendedorismo,A,8700,7.05,0,0.16,Não,4
23,26400,Alugada,0.0,Saúde,A,7000,7.4,0,0.27,Não,2
23,27000,Alugada,4.0,Pessoal,C,7000,13.79,0,0.26,Não,2
24,54000,Financiada,5.0,Saúde,B,9000,11.14,0,0.17,Não,4
21,27600,Alugada,5.0,Educação,A,7000,5.99,0,0.25,Não,2
24,54000,Financiada,8.0,Consolidação de dívidas,A,3000,7.05,0,0.06,Não,2
22,54000,Financiada,6.0,Pessoal,A,7000,8.94,0,0.13,Não,2
24,27600,Alugada,4.0,Pessoal,D,7000,15.62,1,0.25,Sim,4
22,48000,Financiada,6.0,Educação,D,12000,16.0,1,0.25,Não,4
23,54000,Financiada,7.0,Consolidação de dívidas,A,3000,,0,0.06,Não,3
26,54000,Financiada,10.0,Consolidação de dívidas,A,9000,8.94,0,0.17,Não,4
25,27600,Alugada,2.0,Saúde,B,7000,9.76,0,0.25,Não,4
23,28000,Alugada,4.0,Educação,B,7000,10.62,0,0.25,Não,2
23,54000,Financiada,1.0,Educação,C,13650,,0,0.25,Sim,2
23,28038,Alugada,2.0,Consolidação de dívidas,A,7000,7.88,0,0.25,Não,4
23,54000,Própria,4.0,Consolidação de dívidas,D,2800,14.42,0,0.05,Não,3
25,28500,Alugada,0.0,Consolidação de dívidas,B,7000,10.0,0,0.25,Não,3
26,28608,Alugada,2.0,Saúde,A,7000,6.92,0,0.24,Não,3
23,54000,Financiada,7.0,Saúde,A,13500,9.63,0,0.25,Não,2
23,28685,Alugada,3.0,Consolidação de dívidas,C,7000,12.73,0,0.24,Não,2
26,28800,Alugada,4.0,Saúde,A,7000,5.42,0,0.24,Não,4
23,28800,Alugada,4.0,Saúde,A,7000,7.49,0,0.24,Não,4
23,30000,Alugada,0.0,Empreendedorismo,B,7000,12.69,0,0.23,Não,2
22,30000,Alugada,0.0,Saúde,A,7000,8.9,0,0.23,Não,4
21,30000,Alugada,2.0,Pessoal,B,7000,10.99,1,0.23,Não,2
21,54036,Financiada,3.0,Saúde,B,8000,11.36,0,0.15,Não,2
22,30000,Alugada,4.0,Consolidação de dívidas,D,7000,16.49,1,0.23,Sim,3
26,54080,Própria,10.0,Educação,A,5000,7.51,0,0.09,Não,3
24,54080,Financiada,8.0,Pessoal,A,8000,8.63,0,0.15,Não,4
22,30000,Alugada,6.0,Saúde,B,7000,9.62,1,0.23,Não,4
25,30000,Alugada,1.0,Saúde,B,7000,10.62,0,0.23,Não,3
26,54200,Financiada,3.0,Reforma residencial,A,7000,7.49,0,0.13,Não,3
25,30000,Alugada,4.0,Saúde,A,7000,7.74,0,0.23,Não,2
22,30000,Alugada,2.0,Saúde,F,7000,17.58,1,0.23,Não,2
22,54252,Financiada,6.0,Consolidação de dívidas,A,3500,6.39,0,0.06,Não,2
26,30000,Alugada,2.0,Saúde,B,7000,10.71,0,0.23,Não,4
25,54300,Financiada,,Pessoal,A,8000,6.92,0,0.15,Não,4
21,30600,Alugada,,Consolidação de dívidas,A,7000,7.29,0,0.23,Não,2
24,30996,Alugada,7.0,Empreendedorismo,E,7000,16.63,0,0.23,Sim,4
25,31000,Alugada,9.0,Educação,A,7000,7.51,0,0.23,Não,4
26,31000,Alugada,6.0,Educação,A,7000,,0,0.23,Não,2
25,31200,Alugada,2.0,Educação,A,7000,7.88,0,0.22,Não,2
22,31221,Alugada,4.0,Educação,B,7000,11.83,0,0.22,Não,4
21,32000,Alugada,3.0,Empreendedorismo,B,7000,11.49,0,0.22,Não,2
24,54400,Financiada,8.0,Consolidação de dívidas,C,12000,,0,0.22,Sim,4
24,54400,Financiada,8.0,Reforma residencial,A,3300,7.66,0,0.06,Não,2
24,48442,Financiada,8.0,Consolidação de dívidas,D,9800,15.7,1,0.2,Não,2
25,54499,Financiada,2.0,Reforma residencial,A,12000,9.63,0,0.22,Não,4
22,54500,Financiada,6.0,Educação,B,7500,10.59,0,0.14,Não,3
23,32000,Alugada,0.0,Reforma residencial,C,7000,14.26,1,0.22,Não,4
22,32340,Alugada,6.0,Consolidação de dívidas,A,7000,6.62,0,0.22,Não,2
24,32400,Alugada,1.0,Saúde,C,7000,13.98,0,0.22,Sim,2
22,32769,Alugada,3.0,Empreendedorismo,A,7000,7.29,0,0.21,Não,3
26,54528,Financiada,9.0,Reforma residencial,A,10000,8.94,0,0.18,Não,3
22,54566,Financiada,6.0,Pessoal,B,4000,12.53,0,0.07,Não,2
26,54578,Própria,10.0,Reforma residencial,B,24250,12.18,0,0.44,Não,4
23,33000,Alugada,0.0,Educação,A,7000,6.62,0,0.21,Não,2
23,33000,Alugada,2.0,Empreendedorismo,A,7000,7.9,0,0.21,Não,2
